id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,year,month
23631438,"Apartment ""Love Bologna"" (bis)",149548001,Gaia,,Santo Stefano,444.829.177.477.284,11.367.631.123.702.400,Entire home/apt,60,2,0,,,2,87,june,2018
23635809,New Apt in City Heart,22818703,Francesca E Alessandro,,Porto - Saragozza,4.449.146.957.611.440,11.340.472.366.724.500,Entire home/apt,185,2,12,17/06/18,4.29,2,130,june,2018
23636055,Your home away from home,11680068,Michele,,San Donato - San Vitale,4.449.597.055.787.780,11.361.520.934.178.300,Entire home/apt,55,2,6,21/06/18,2.95,1,231,june,2018
23637996,Lovely room - centro storico,99189930,Mariacristina,,Santo Stefano,4.449.868.595.873.490,11.349.019.871.578.800,Private room,35,1,3,18/03/18,0.84,1,31,june,2018
23639245,La pace dei sensi,68679955,Sara,,Navile,4.451.845.704.733.630,11.325.606.324.611.700,Private room,50,1,3,22/04/18,0.86,1,363,june,2018
23640957,Tidy and clean studio in the green district,176946574,Tamerlan,,Navile,4.454.262.128.605.410,11.356.880.671.872.000,Shared room,17,1,5,18/05/18,1.97,1,89,june,2018
23641566,Vanilla House,176952309,Valentina,,Navile,44.507.683.423.203.900,1.135.533.809.278.040,Entire home/apt,100,1,1,30/03/18,0.32,1,313,june,2018
23643940,Suite Margherita,103342015,Francesco,,Porto - Saragozza,4.449.695.446.883.780,11.337.051.115.418.500,Entire home/apt,100,5,0,,,2,34,june,2018
23647754,My Fair B&B,177002194,Silvia,,San Donato - San Vitale,4.450.777.972.940.600,1.136.019.469.877.250,Entire home/apt,60,1,8,13/05/18,2.24,1,12,june,2018
23655888,Liber apt few steps from the train station,4724466,Alfio,,Navile,4.450.767.022.374.450,1.133.991.263.664.450,Entire home/apt,59,3,17,27/06/18,4.90,3,331,june,2018
23656642,Paradisus Apt few steps from the train station,4724466,Alfio,,Navile,4.450.886.113.125.310,11.339.920.003.390.200,Entire home/apt,59,2,6,15/06/18,1.86,3,362,june,2018
23657226,stanza accogliente nel cuore di Bologna,28090682,Mirella,,Santo Stefano,4.449.499.740.127.100,11.351.657.565.777.400,Private room,60,2,2,27/03/18,0.58,1,362,june,2018
23659292,The Time Bologna,58365956,Ljubinka,,Navile,4.451.348.783.323.190,11.342.327.485.306.600,Entire home/apt,59,1,16,22/06/18,4.90,2,343,june,2018
23659916,Nel cuore di Bologna_Fra i tetti,39708921,Alessandro,,Santo Stefano,445.013.433.299.131,11.350.246.949.744.100,Private room,25,1,26,25/06/18,6.90,3,50,june,2018
23660518,Sweet home,118646191,Cristiana,,Borgo Panigale - Reno,44.508.793.892.751.700,1.129.996.471.700.620,Entire home/apt,150,1,2,15/04/18,0.58,1,329,june,2018
23661222,Casa Fred,65033851,Camilla,,Porto - Saragozza,4.450.511.006.329.010,113.116.458.722.433,Entire home/apt,70,1,6,27/06/18,2.69,1,127,june,2018
23667917,BORGHETTO SAN DONATO 105,10565373,Borghetto Panigale,,San Donato - San Vitale,4.450.627.412.486.190,11.372.174.513.541.700,Entire home/apt,59,3,1,19/04/18,0.41,11,342,june,2018
23677319,Camera immersa nel verde,23478903,Niccolo&Francesca,,Santo Stefano,44.480.002.891.726.500,11.352.178.666.234.900,Private room,52,7,0,,,1,93,june,2018
23685230,Nel cuore di Bologna_La Magna 2,39708921,Alessandro,,Santo Stefano,4.450.003.116.276.300,11.348.977.864.974.300,Shared room,20,1,21,28/06/18,5.73,3,76,june,2018
23689939,ROOM and PRIVATE BATH 3 minutes from the Station,145842663,Luca,,Navile,4.450.886.568.926.530,1.134.776.149.960.820,Private room,31,1,34,26/06/18,10.52,1,80,june,2018
23690451,APPARTAMENTO ELIOS,177456962,Maurizio,,Porto - Saragozza,4.449.044.559.729.900,11.322.053.602.075.000,Entire home/apt,65,1,3,01/05/18,1.29,2,154,june,2018
23691514,I Portici (monolocale),177463682,Roberto,,Santo Stefano,4.449.191.107.996.110,11.355.055.505.681.800,Entire home/apt,60,1,1,31/03/18,0.33,1,118,june,2018
23697446,Casa Bugami Charming House,416530,Stefano & Giovanna,,Porto - Saragozza,4.449.709.897.683.930,11.333.864.128.080.300,Entire home/apt,150,3,9,21/06/18,2.84,2,281,june,2018
23698412,Dimora delle Rose: Traditional italian house,177520484,Franca,,Santo Stefano,44.481.781.353.169.500,11.347.900.495.945.300,Entire home/apt,89,2,3,06/06/18,0.96,1,361,june,2018
23706512,APPARTAMENTO LA CASA DEI GERANI,177456962,Maurizio,,Porto - Saragozza,44.489.611.758.879.600,11.321.449.566.641.800,Entire home/apt,52,2,3,20/05/18,0.94,2,185,june,2018
23709354,La Casa del Soprano - Taldeg,127006332,Taldeg,,Santo Stefano,4.449.065.701.113.470,11.342.471.154.546.400,Entire home/apt,99,1,1,17/03/18,0.28,4,177,june,2018
23720220,Ca' Malò,176918642,Sabrina,,Santo Stefano,4.447.375.719.189.110,11.369.938.092.778.600,Entire home/apt,80,7,10,15/06/18,3.06,1,71,june,2018
23720672,La casetta in Pratello,29510211,Ivana,,Porto - Saragozza,4.449.471.388.471.870,1.133.308.886.267.480,Shared room,50,1,4,29/04/18,1.25,1,362,june,2018
23721210,Residenza Quarto,132691703,Gian,,San Donato - San Vitale,4.453.032.664.131.700,11.422.969.057.938.200,Entire home/apt,60,3,1,14/03/18,0.28,1,362,june,2018
23721467,Monolocale soppalcato accanto Piazza Maggiore,23516544,Tommaso,,Santo Stefano,4.448.917.867.118.600,11.343.090.118.962.800,Entire home/apt,190,2,1,30/04/18,0.48,1,365,june,2018
23723347,Rechel,30335630,Milla,,Porto - Saragozza,4.449.512.860.708.430,11.330.685.177.634.100,Entire home/apt,65,3,5,03/06/18,2.42,2,345,june,2018
23723975,BOLOGNA STUDIO - RENO,177811770,Silvio,,Porto - Saragozza,4.449.648.025.732.080,11.336.618.486.536.000,Entire home/apt,75,2,1,13/05/18,0.61,2,165,june,2018
23724192,casa nel cuore di Bologna con terrazzo,177830867,Domenico,,Porto - Saragozza,44.496.184.827.990.900,11.331.527.861.646.300,Entire home/apt,65,1,0,,,1,88,june,2018
23724538,Mazzini Sunny Terrace WIFI,177528946,Barbara,,Santo Stefano,44.488.062.602.297.500,11.364.774.929.719.200,Entire home/apt,49,3,10,22/06/18,2.91,1,164,june,2018
23724891,Double room with private bathroom,5998704,Valerio,,Savena,44.474.841.549.980.200,11.396.603.009.602.000,Private room,52,2,2,31/03/18,0.57,1,127,june,2018
23725078,BOLOGNA STUDIO - APOSA,177811770,Silvio,,Porto - Saragozza,44.497.150.024.657.100,11.338.140.291.436.600,Entire home/apt,80,2,3,03/06/18,1.45,2,172,june,2018
23725169,PORTOBELLO APARTMENTS Interno 4,171574529,Via Del Porto,,Porto - Saragozza,4.450.220.258.216.710,11.338.678.356.528.200,Entire home/apt,95,2,1,01/04/18,0.33,2,212,june,2018
23730416,Sweet Home Bologna center,67602106,Daniele,,Navile,4.454.794.895.897.460,11.354.186.369.546.400,Entire home/apt,100,2,0,,,1,295,june,2018
23743566,COLORS FLAT/CITY CENTER,8412805,Carolina & Cristina,,Porto - Saragozza,4.448.917.402.515.460,11.336.288.442.809.200,Entire home/apt,68,2,3,29/04/18,0.95,3,357,june,2018
23763192,B & B Sleeping,178224265,Elena,,Porto - Saragozza,4.450.435.003.320.180,11.340.303.206.870.200,Private room,62,1,2,07/06/18,1.30,6,283,june,2018
23767269,Rosa - Bright and Modern Apartment,91327300,Bnbbologna,,Santo Stefano,4.450.077.297.542.270,11.352.453.036.925.900,Entire home/apt,70,1,0,,,21,295,june,2018
23775887,B & B Sleeping,178224265,Elena,,Porto - Saragozza,4.450.493.879.545.730,11.341.743.258.011.300,Private room,60,1,2,20/05/18,1.22,6,324,june,2018
23775964,B & B Sleeping,178224265,Elena,,Porto - Saragozza,4.450.320.935.198.260,11.340.861.671.876.200,Private room,64,1,1,08/04/18,0.36,6,266,june,2018
23776323,B & B Sleeping,178224265,Elena,,Porto - Saragozza,4.450.369.451.172.780,1.134.096.033.200.670,Private room,60,1,0,,,6,263,june,2018
23776432,B&B sleeping,178224265,Elena,,Porto - Saragozza,4.450.307.457.377.940,11.341.214.933.366.500,Private room,56,1,1,29/03/18,0.32,6,273,june,2018
23776588,B & B Sleeping,178224265,Elena,,Porto - Saragozza,44.503.289.439.689.100,11.340.056.389.575.500,Private room,60,1,7,14/06/18,3.39,6,323,june,2018
23777596,Bologna Fiera,178312826,Sadegh,,Navile,44.516.199.836.221.200,11.354.817.909.070.000,Private room,40,1,14,10/06/18,4.29,1,2,june,2018
23778498,Cozy apartment close to the Station! FREE PARKING,132464778,Welcome To Bologna!,,Navile,4.451.333.207.766.380,11.347.513.725.353.100,Entire home/apt,40,2,7,14/06/18,2.26,26,230,june,2018
23778675,Appartamento con parcheggio vicino fiera e centro,1286718,Nicoletta,,San Donato - San Vitale,4.450.315.068.872.450,11.362.525.683.398.700,Entire home/apt,60,2,2,16/06/18,0.64,2,357,june,2018
23781811,My home Bologna,59017630,Paolo,,Navile,4.450.789.110.735.190,11.344.482.958.949.000,Entire home/apt,200,1,0,,,2,90,june,2018
23784255,Futura Apartment,178452105,Pier Paola,,San Donato - San Vitale,4.449.214.996.742.100,1.136.124.064.108.650,Entire home/apt,89,3,0,,,1,226,june,2018
23787731,House Bologna primo maggio,178466356,Gianmarco,,Navile,445.529.043.716.607,11.353.473.885.730.700,Entire home/apt,40,2,1,20/06/18,1,1,226,june,2018
23788624,B&B Zanardi 388,172198207,Claudia,,Navile,4.453.171.791.015.700,11.315.174.152.265.300,Private room,48,2,0,,,3,179,june,2018
23795101,Charming Attic x4 Prime Location !,132464778,Welcome To Bologna!,,Santo Stefano,4.448.742.778.530.150,11.350.752.663.696.400,Entire home/apt,48,2,1,01/06/18,1,26,246,june,2018
23795933,Vicino Fiera e centro/Close to c. center & Fiera,1388877,Claudio,,Navile,445.098.721.012.965,11.354.430.546.550.200,Private room,60,1,11,11/06/18,3.08,1,60,june,2018
23796680,Amazing view room with ensuite bathroom,39550459,Bruno (And Anto),,Santo Stefano,4.449.566.509.494.070,11.345.077.247.430.100,Private room,59,1,2,22/04/18,0.63,2,363,june,2018
23800608,"""Come a Casa""",178604506,Mauro,,Savena,4.447.926.192.392.860,11.384.327.627.219.700,Entire home/apt,156,2,2,13/06/18,1.46,1,174,june,2018
23800925,Two Double Bedrooms with Private Parking,3225200,Gabriele,,Santo Stefano,44.486.783.937.114.700,11.332.655.636.198.800,Private room,105,1,1,28/05/18,0.88,3,136,june,2018
23802277,"UGO BASSI APARTMENTS - Appartamento ""I Portici""",137475943,Crea,,Porto - Saragozza,4.449.608.230.277.350,11.338.829.814.575.500,Entire home/apt,90,1,1,,,3,275,june,2018
23803504,ANDREA LUXURY APARTMENTS Strada Maggiore Studio 1,108449933,Andrea,,Santo Stefano,4.449.116.408.827.080,11.355.287.708.100.300,Entire home/apt,70,1,5,04/05/18,1.47,2,292,june,2018
23803925,Nuovo - Vicino alla Stazione.,104999188,Giancarlo,,Navile,4.451.559.087.681.440,11.341.208.882.093.100,Entire home/apt,49,2,8,24/06/18,7.27,1,23,june,2018
23808292,Delizioso bilocale nel centro bello di Bologna,4367124,Andrea,,Porto - Saragozza,44.491.970.374.557.200,113.410.222.800.235,Entire home/apt,50,3,4,14/05/18,1.26,2,327,june,2018
23814788,Casa Bella Tanari - Historical apartment in the Old Town,152945951,Stefano,,Porto - Saragozza,444.951.198.045.742,11.342.163.999.864.000,Entire home/apt,45,2,0,,,10,24,june,2018
23819655,CASA LANDI .....come a casa tua!,164410125,Marta,,Savena,4.447.764.725.441.630,11.386.187.241.296.300,Entire home/apt,85,2,12,27/06/18,3.87,1,133,june,2018
23823839,GOOD VIBES large bedroom,137109559,Erik,,Porto - Saragozza,44.495.894.668.171.200,11.328.729.388.704.500,Private room,24,1,26,26/06/18,9.75,3,74,june,2018
23825860,Al de' Gessi,1699617,Marcella,,Porto - Saragozza,4.449.702.087.898.860,11.340.160.004.688.700,Entire home/apt,50,7,0,,,1,141,june,2018
23835737,Casa Bononia,31016992,Carlotta,,Porto - Saragozza,44.493.006.236.687.500,11.331.446.885.488.400,Entire home/apt,66,2,3,16/06/18,2.14,1,299,june,2018
23841067,Bologna Flats - Bellissimo app.to appena rinnovato,110754036,Vincenzo,,Porto - Saragozza,4.449.944.878.294.720,11.337.356.641.761.400,Entire home/apt,130,1,5,28/06/18,2.11,1,328,june,2018
23851619,MA MAISON Primaticcio,17464484,Francesca,,Navile,4.452.227.873.114.240,1.134.907.748.730.870,Entire home/apt,35,1,14,17/06/18,4.38,1,63,june,2018
23856810,COSY-IN-BO,13658245,Cristina,,Porto - Saragozza,4.449.688.747.182.530,11.335.518.183.378.900,Entire home/apt,70,1,4,29/04/18,1.26,1,87,june,2018
23866848,Private Room in the heart of Bologna,41735091,Valentina,,Santo Stefano,4.448.623.992.421.580,11.348.833.215.488.600,Private room,31,1,3,10/06/18,0.96,1,178,june,2018
23870613,CASA MARSALA Elegante e centralissimo appartamento,30253747,Valeria,,Santo Stefano,4.449.616.797.963.080,11.346.453.128.086.100,Entire home/apt,80,2,7,19/06/18,2.56,1,340,june,2018
23874645,Boldrini- Two Bedrooms Apart,91327300,Bnbbologna,,Porto - Saragozza,4.450.521.882.633.080,1.133.847.062.015.570,Entire home/apt,79,1,1,23/06/18,1,21,310,june,2018
23880041,Design apt city center,483866,Irene,,Porto - Saragozza,4.449.330.963.912.470,11.336.313.533.908.300,Entire home/apt,90,2,1,21/04/18,0.42,1,176,june,2018
23880335,Piano 17. Sospesi tra centro e fiera.,53575885,Marcello,,San Donato - San Vitale,4.450.722.514.503.950,1.135.580.729.695.940,Private room,150,2,0,,,1,26,june,2018
23880392,CASA MIA,176830813,Silvia,,Borgo Panigale - Reno,4.450.947.640.387.560,11.296.362.637.141.400,Entire home/apt,40,2,7,29/06/18,2.26,1,71,june,2018
23892798,Beverara Eco Tower,179549855,Umberto,,Navile,4.451.052.403.544.530,11.329.842.016.077.500,Entire home/apt,125,3,0,,,1,208,june,2018
23892859,Exclusive studio x 2 in Prime Location!,132464778,Welcome To Bologna!,,Santo Stefano,4.448.931.631.731.320,1.135.961.645.029.940,Private room,40,2,3,19/04/18,0.95,26,254,june,2018
23910536,LA SERA DEI MIRACOLI,166570242,Roberto,,Porto - Saragozza,44.491.904.278.145.400,11.341.308.283.063.300,Entire home/apt,120,2,3,23/05/18,1.32,2,101,june,2018
23916739,Clelia F. Vespucci,179770522,Gianpiero,,Navile,4.451.787.415.181.000,11.325.131.508.591.800,Entire home/apt,50,2,5,06/05/18,1.79,1,135,june,2018
23918945,Rent Rooms,147570235,Loredana,,Porto - Saragozza,4.449.793.333.448.150,11.334.722.146.353.800,Private room,55,1,6,13/05/18,2.02,2,365,june,2018
23919004,Mini Suite San Giorgio in Poggiale,179788545,Cristina,,Porto - Saragozza,44.497.984.969.780.000,11.338.459.882.246.500,Entire home/apt,120,2,0,,,1,89,june,2018
23921718,camera singola irnerio,23351277,Flavia,,Santo Stefano,4.450.078.004.200.070,11.348.657.328.258.300,Private room,28,2,0,,,1,28,june,2018
23931340,Singola in centro a Bologna,103184189,Faustino,,Santo Stefano,4.449.090.221.464.260,1.135.053.789.985.680,Private room,20,1,6,28/06/18,1.91,1,49,june,2018
23942829,GOOD VIBES tiny bedroom,137109559,Erik,,Porto - Saragozza,44.496.239.802.794.500,11.327.144.568.643.400,Private room,28,1,18,18/06/18,7.01,3,57,june,2018
23951879,Casa Pepe,180099757,Valentina,,San Donato - San Vitale,4.449.076.274.304.240,11.367.350.010.733.800,Entire home/apt,60,1,5,25/06/18,1.85,1,275,june,2018
23952883,Cozy Apartment in Bologna near San Luca,7818632,Roberto,,Porto - Saragozza,4.449.103.697.758.940,11.323.639.544.830.600,Entire home/apt,29,1,16,11/06/18,5.22,1,60,june,2018
23956632,Symphony 12 dimora di charme su storica piazza,116226055,Paolo,,Santo Stefano,4.449.507.821.631.010,1.135.245.689.371.610,Entire home/apt,133,3,0,,,1,343,june,2018
23959740,Maisonnette di Moma a due passi dal centro,180166199,Monica,,San Donato - San Vitale,4.449.848.998.568.980,11.359.336.104.928.100,Entire home/apt,58,3,10,17/06/18,4.48,1,149,june,2018
23961226,Demetra Apartment - Fiera e centro a due passi,158376843,Roberto,,Navile,4.453.340.781.406.070,11.369.933.851.540.400,Entire home/apt,41,1,4,24/06/18,4,4,146,june,2018
23971261,San Felice Appartamento  con terrazza,80880558,Andrea,,Porto - Saragozza,44.497.335.096.539.600,11.332.634.121.922.700,Entire home/apt,48,2,11,25/06/18,4.71,1,165,june,2018
23976996,Interno 19,180342728,Luisa,,Navile,44.509.932.031.798.200,1.135.218.622.805.490,Entire home/apt,88,2,2,30/04/18,0.67,1,175,june,2018
23984516,Appartamento Margherita: Centro Stazione Fiera,180429510,Alberto,,Navile,4.451.566.136.388.890,11.351.201.020.331.900,Private room,40,2,6,05/05/18,1.89,1,76,june,2018
23984927,Maison Bononia Appartamento - COZY FLAT,25829505,Valentina,,Borgo Panigale - Reno,4.450.884.105.121.100,11.303.146.246.805.800,Entire home/apt,40,1,0,,,2,63,june,2018
23988770,JULIET apartment big terrace near center Bologna,148097124,Daria,,Porto - Saragozza,4.449.472.676.710.990,11.315.855.248.204.900,Entire home/apt,110,2,8,27/06/18,2.67,1,217,june,2018
24010075,Vicino li Tribunale e Plazzo di Giustizia,41356222,Elena,,Santo Stefano,4.448.756.873.449.700,11.343.680.058.480.400,Private room,30,1,4,27/06/18,1.43,1,231,june,2018
24017693,Cozy room.,4437124,Simona,,Navile,4.450.843.858.251.640,11.349.141.610.136.800,Private room,26,1,4,22/04/18,1.28,1,365,june,2018
24028109,cameretta luminosa colazione golosa.,1450234,Giulia,,Porto - Saragozza,4.449.696.053.047.620,11.325.372.616.681.600,Private room,26,1,20,27/06/18,6.52,1,300,june,2018
24040152,TRILOCALE CON TERRAZZA E PARCHEGGIO COMODO PER 4!,10565373,Borghetto Panigale,,San Donato - San Vitale,4.450.517.763.445.180,1.137.229.726.205.010,Entire home/apt,79,6,1,31/03/18,0.33,11,332,june,2018
24041829,Spacious cosy quiet house in the historic center,180963158,Elena,,Porto - Saragozza,44.490.604.630.309.000,11.334.519.137.816.600,Entire home/apt,95,3,2,03/06/18,1.25,1,200,june,2018
24054595,My room Bologna.,59017630,Paolo,,Navile,4.451.004.751.216.700,11.344.802.308.229.200,Private room,55,1,3,22/04/18,0.96,2,334,june,2018
24055638,Flat with sight on garden Lunetta,181092915,Alessandro,,Santo Stefano,4.448.076.623.908.770,11.369.533.456.237.800,Entire home/apt,70,1,0,,,1,84,june,2018
24059416,Casa di Stuart Little a Bologna,104010267,Matteo,,Porto - Saragozza,4.449.262.847.512.350,11.317.912.413.846.300,Entire home/apt,37,1,0,,,1,87,june,2018
24069357,Room with balcony in a beautiful green zone,2130995,Daniela,,Borgo Panigale - Reno,444.886.724.794.446,11.296.438.979.130.700,Private room,20,1,3,15/06/18,3,2,353,june,2018
24076530,Appartamento Residence Castiglione WF AC,181056845,Carola,,Santo Stefano,4.448.669.527.179.170,11.347.275.638.366.300,Entire home/apt,79,2,13,26/06/18,4.64,1,116,june,2018
24077436,Da Pietro - Delizioso loft Cirenaica,181093308,Pietro,,San Donato - San Vitale,4.449.751.843.931.820,1.136.153.009.271.270,Entire home/apt,45,2,8,25/06/18,3.20,1,59,june,2018
24079507,Bologna Centro Luxury Apartment,52301088,Mattia,,Porto - Saragozza,4.449.272.642.114.050,113.411.301.764.144,Entire home/apt,110,1,12,09/06/18,4.14,1,36,june,2018
24104410,De Chiara's House,181538007,Carmine,,Navile,445.171.074.403.947,11.352.028.841.347.900,Entire home/apt,50,1,1,01/04/18,0.33,2,175,june,2018
24115052,La Scaletta - bilocale in centro,63461088,Sira,,Santo Stefano,4.449.327.514.914.370,1.135.696.443.174.060,Entire home/apt,80,2,1,06/05/18,0.54,2,352,june,2018
24128748,Nice studio in the heart of Bologna,181769612,Francesco,,Porto - Saragozza,4.449.302.174.721.890,11.340.993.734.454.800,Entire home/apt,60,2,0,,,1,292,june,2018
24140296,RIFUGIO ADELAIDE BILOCALE  VICINO FIERA E CENTRO,16804283,Elisabetta,,San Donato - San Vitale,445.039.041.611.352,11.369.114.374.875.900,Entire home/apt,50,2,3,16/06/18,1.32,1,317,june,2018
24156174,My Home in Bologna - La Rossa,124879667,Edgarda,,Santo Stefano,44.499.530.054.359.600,11.343.995.832.889.200,Entire home/apt,68,1,19,21/06/18,6.71,1,159,june,2018
24164942,Cartoleria 24 - Ground floor,182126027,Andreina,,Santo Stefano,4.448.984.018.212.060,11.349.928.960.239.300,Entire home/apt,100,2,1,14/05/18,0.63,1,360,june,2018
24169170,Castiglione 43- the rooftop garden,175414430,About,,Santo Stefano,44.489.553.567.967.500,11.348.413.158.498.400,Entire home/apt,69,2,12,22/06/18,4.29,7,327,june,2018
24173326,Zen Room,182181223,Dorothy,,Santo Stefano,4.449.983.290.482.820,11.352.281.590.148.600,Private room,60,1,17,13/06/18,6.07,6,85,june,2018
24174501,Luminoso bilocale 55mq Bologna 82209,5056483,Bettina,,Santo Stefano,4.448.379.761.575.190,11.337.753.869.242.600,Entire home/apt,117,3,0,,,64,267,june,2018
24179015,il fortino dei pinatti/   FIERA,182236682,Annalisa,,Navile,4.451.793.435.399.170,1.135.565.900.369.320,Entire home/apt,150,1,1,29/04/18,0.48,1,339,june,2018
24188353,Into The Green (easy access to Fair/FICO),14399604,Maria,,San Donato - San Vitale,44.506.265.540.329.700,113.757.554.873.382,Entire home/apt,40,5,2,18/05/18,1.05,1,215,june,2018
24198885,Appartamento dei Girasoli,91245982,Piero,,Santo Stefano,444.854.617.424.559,11.347.850.746.098.500,Entire home/apt,130,2,0,,,2,91,june,2018
24203557,Comfort Suite nel cuore della città,182449143,Gianluca,,Santo Stefano,4.449.888.984.990.610,1.134.450.720.412.940,Entire home/apt,120,2,0,,,1,187,june,2018
24204004,Il Nido Sui Tetti,182446447,Maria Cristina,,Porto - Saragozza,4.449.548.685.678.720,11.317.818.347.212.000,Entire home/apt,35,2,14,23/06/18,5.25,1,262,june,2018
24204747,INTERO MONOLOCALE,181538007,Carmine,,Navile,4.451.731.197.020.730,1.135.381.668.358.160,Entire home/apt,53,1,3,03/06/18,1.48,2,327,june,2018
24213836,Nosadella 23- Central attic,175414430,About,,Porto - Saragozza,4.449.265.341.605.380,11.334.270.826.781.600,Entire home/apt,59,2,4,15/06/18,2.03,7,116,june,2018
24216345,Stanza per due persone Bologna,182558727,Eugenio,,Porto - Saragozza,44.488.061.603.659.300,11.320.651.787.042.400,Private room,40,1,1,14/06/18,1,1,86,june,2018
24228444,C2 Art Apartment,1749295,Kristina,,Santo Stefano,4.450.473.776.240.260,11.349.078.220.612.400,Entire home/apt,160,1,0,,,5,363,june,2018
24245107,Ginkgo's,169340457,Josef Michael,,Santo Stefano,4.449.642.773.659.040,11.348.442.853.534.100,Entire home/apt,67,1,10,27/06/18,6.82,1,246,june,2018
24248661,La Pisana,182832448,Francesco,,San Donato - San Vitale,44.493.215.112.630.500,11.378.307.698.373.100,Entire home/apt,70,2,5,25/06/18,2.17,1,320,june,2018
24255559,Renovated Scandinavian-Mediterranean apt,7907352,Ruth,,Porto - Saragozza,444.906.595.333.391,11.316.516.346.304.900,Entire home/apt,43,2,7,11/06/18,3.33,1,24,june,2018
24259786,Residenza Rubbiani - Fermata Rizzoli,182934248,Imma,,Santo Stefano,44.488.808.646.497.900,1.134.588.284.766.160,Private room,90,1,0,,,2,347,june,2018
24260182,CASA UNIVERSITA',46354639,Giulio,,Santo Stefano,44.496.300.453.830.200,11.353.897.333.485.400,Entire home/apt,70,1,3,03/06/18,1.48,2,12,june,2018
24264292,Luminoso appartamento con giardino,46635147,Francesca,,Navile,4.450.916.372.942.570,11.343.682.169.979.100,Private room,70,2,0,,,1,291,june,2018
24266323,Residenza Rubbiani - Fermata Rizzoli,182934248,Imma,,Santo Stefano,4.448.874.230.989.030,11.345.974.229.193.300,Private room,65,1,2,18/06/18,2,2,364,june,2018
24278442,Beautiful attic with great view Via Pietralata,32246848,Nicole,,Porto - Saragozza,44.497.747.065.581.700,11.331.953.110.899.500,Entire home/apt,70,2,6,09/06/18,2.34,2,61,june,2018
24289776,Casa semi indipendente nel verde a Bologna,183233886,Salvatore,,Navile,44.530.816.476.648.200,11.324.170.502.325.500,Entire home/apt,35,1,0,,,1,364,june,2018
24293934,Canonica grande- in the shadow of the 2 Towers,175414430,About,,Santo Stefano,44.494.404.705.423.500,11.346.265.831.626.000,Entire home/apt,100,2,1,12/05/18,0.60,7,129,june,2018
24299134,Cozy apartment with private garden in city centre,45341715,Cecilia,,Santo Stefano,4.450.175.634.605.970,11.351.903.578.738.700,Entire home/apt,70,4,0,,,1,257,june,2018
24317034,M&E green house,152962326,Rocco Massimo,,San Donato - San Vitale,4.449.895.822.583.730,11.360.452.947.708.600,Entire home/apt,70,1,3,21/06/18,1.48,2,346,june,2018
24321621,University,182227364,Alessandro,,San Donato - San Vitale,4.449.622.540.532.820,11.356.840.641.974.400,Private room,22,15,0,,,1,364,june,2018
24330921,The Suite on the Theatre,34769604,Alessandra,,Santo Stefano,44.496.775.853.907.600,1.135.111.977.094.660,Entire home/apt,80,1,13,25/06/18,6.19,1,149,june,2018
24336793,Da max,183628549,Massimo,,San Donato - San Vitale,44.490.954.564.506.700,11.410.505.246.778.200,Private room,35,1,0,,,1,120,june,2018
24344787,NEW GOOD VIBES House,137109559,Erik,,Porto - Saragozza,4.449.800.041.698.520,1.132.799.745.570.950,Entire home/apt,80,1,0,,,3,60,june,2018
24345029,Appartamento Pescarìe:in the heart of the old town,183694652,Cinzia,,Santo Stefano,44.493.108.677.962.200,11.343.777.441.266.800,Entire home/apt,59,3,5,27/05/18,1.95,1,350,june,2018
24346390,Nice rooms and great food experience for 3 or 4,550844,Andrea & Susanna,,Navile,4.452.682.416.777.670,11.317.609.405.960.100,Private room,80,1,1,26/05/18,0.83,3,302,june,2018
24346881,Appartamento Sole in centro e comodo stazione,183708839,Domenico,,Santo Stefano,44.499.897.939.330.000,11.349.046.806.477.400,Entire home/apt,69,3,8,21/06/18,3.38,3,335,june,2018
24348040,Appartamento Luna in centro e comodo per stazione,183708839,Domenico,,Santo Stefano,4.450.059.613.838.540,1.134.894.908.244.610,Entire home/apt,69,3,1,26/04/18,0.45,3,333,june,2018
24352329,Da Franco,183751674,Jacopo,,Porto - Saragozza,4.450.355.195.503.760,11.341.576.308.314.900,Private room,35,1,8,16/06/18,3.08,1,303,june,2018
24352612,Ampia e luminosa camera zona Murri,89097412,Claudia,,Santo Stefano,44.479.811.442.353.400,11.366.773.152.633.100,Private room,30,1,1,23/04/18,0.43,1,78,june,2018
24368885,Modern and quiet studio. Fantastic location!,175414430,About,,Porto - Saragozza,44.497.551.706.952.200,11.342.583.894.063.100,Entire home/apt,59,2,2,14/06/18,1.46,7,164,june,2018
24373487,ATTICO IN CENTRO A BOLOGNA,36113339,Davide,,Porto - Saragozza,445.000.696.229.806,11.333.161.905.116.300,Entire home/apt,90,1,0,,,1,29,june,2018
24385781,Bologna Centro Casa Mafalda Wi-fi,184053948,Monica,,Porto - Saragozza,44.500.069.831.451.700,11.343.484.996.339.500,Entire home/apt,65,2,3,05/06/18,1.34,1,148,june,2018
24391493,Appartamento Stella in centro e comodo stazione,183708839,Domenico,,Santo Stefano,44.501.429.661.568.400,11.347.548.182.366.600,Entire home/apt,59,3,11,25/06/18,4.71,3,333,june,2018
24391919,Bologna JSuite Private Hydromassage Tub,184096028,Agostino,,San Donato - San Vitale,4.451.814.870.675.820,11.401.961.097.950.900,Private room,110,1,0,,,1,365,june,2018
